customer_id,plan_type,churn_status,risk_score,monthly_revenue,days_since_last_login,engagement_bucket,usage_bucket,support_bucket,payment_history,customer_satisfaction_score
5522,Basic,Active,3,24.00,27,Medium,Medium,Low,On-Time,10
5523,Basic,Active,2,22.00,8,High,Medium,Medium,On-Time,10
5524,Pro,Active,4,51.00,40,High,High,High,On-Time,9
5525,Basic,Active,3,17.00,6,High,Medium,Low,Delayed,10
5526,Basic,Active,3,15.00,29,Medium,High,Medium,On-Time,9
5527,Basic,"At Risk",8,18.00,90,Low,Low,Medium,On-Time,7
5528,Basic,"At Risk",5,12.00,42,Medium,Medium,Medium,On-Time,10
5529,Basic,Active,3,17.00,34,Medium,High,Low,On-Time,8
5530,Basic,Churned,13,22.00,285,Low,Low,Medium,Missed,5
5531,Basic,"At Risk",5,20.00,31,High,Medium,Low,Delayed,9
5532,Enterprise,Active,4,201.00,25,Medium,High,Low,Delayed,9
5533,Basic,Churned,13,12.00,148,Low,Low,Medium,Missed,4
5534,Basic,Churned,9,29.00,61,Low,Low,Medium,On-Time,4
5535,Basic,"At Risk",5,21.00,40,Medium,High,High,On-Time,10
5536,Basic,Active,3,23.00,22,Medium,Medium,Low,On-Time,10
5537,Pro,Active,1,70.00,13,High,Medium,Low,On-Time,9
5538,Pro,Active,2,77.00,40,High,High,Low,On-Time,8
5539,Basic,Active,2,13.00,24,High,Medium,Low,On-Time,10
5540,Basic,Active,2,17.00,15,Medium,High,Low,On-Time,9
5541,Basic,Active,2,27.00,13,Medium,High,Medium,On-Time,8
5542,Pro,Churned,11,58.00,96,Low,Low,Low,Delayed,4
5543,Basic,Churned,15,19.00,233,Low,Low,Medium,Missed,3
5544,Basic,Active,1,29.00,18,High,High,Low,On-Time,10
5545,Basic,Churned,15,26.00,222,Low,Low,Medium,Missed,1
5546,Pro,Active,1,69.00,7,High,High,Medium,On-Time,7
5547,Basic,Active,0,20.00,12,High,High,Low,On-Time,10
5548,Basic,Active,1,22.00,0,High,Medium,Low,On-Time,9
5549,Basic,Active,2,15.00,27,High,High,Medium,On-Time,10
5550,Basic,Churned,10,26.00,54,Low,Low,Medium,Delayed,4
5551,Pro,"At Risk",5,73.00,36,Medium,High,Low,Delayed,10
5552,Basic,"At Risk",8,26.00,93,Medium,Low,Low,On-Time,4
5553,Pro,"At Risk",5,77.00,23,Medium,Medium,High,On-Time,8
5554,Enterprise,"At Risk",8,180.00,52,Low,Low,Medium,On-Time,6
5555,Pro,"At Risk",5,43.00,14,Medium,Medium,Medium,Delayed,9
5556,Enterprise,"At Risk",5,237.00,30,Medium,Medium,Low,Delayed,7
5557,Basic,Active,2,10.00,28,High,High,Medium,On-Time,7
5558,Basic,Churned,14,15.00,263,Low,Low,High,Missed,4
5559,Basic,Active,3,10.00,28,Medium,High,Medium,On-Time,8
5560,Basic,Active,2,20.00,28,High,Medium,Low,On-Time,8
5561,Basic,Active,4,14.00,27,High,Medium,High,On-Time,10
5562,Pro,Active,2,55.00,3,Medium,High,Medium,On-Time,7
5563,Pro,Active,3,70.00,35,High,Medium,Low,On-Time,9
5564,Pro,Active,4,60.00,23,Medium,Medium,Medium,On-Time,10
5565,Basic,Active,2,18.00,4,High,High,Low,Delayed,7
5566,Basic,Active,4,25.00,17,Medium,Medium,Medium,On-Time,7
5567,Basic,Active,3,10.00,14,Medium,Medium,Medium,On-Time,8
5568,Basic,Churned,12,27.00,108,Medium,Low,Medium,Missed,5
5569,Enterprise,Active,3,192.00,39,High,Medium,Low,On-Time,9
5570,Pro,Churned,13,59.00,117,Low,Low,High,Delayed,5
5571,Basic,Active,4,27.00,14,High,High,High,Delayed,7
5572,Enterprise,Churned,9,135.00,50,Medium,Low,Low,Missed,6
5573,Basic,Active,4,16.00,36,Medium,Medium,Low,On-Time,10
5574,Pro,Active,3,57.00,6,Medium,High,High,On-Time,9
5575,Basic,Active,3,23.00,39,High,Medium,Low,On-Time,10
5576,Basic,Active,1,27.00,5,High,Medium,Low,On-Time,9
5577,Pro,Active,1,56.00,27,High,High,Low,On-Time,9
5578,Basic,Churned,9,10.00,100,Low,Low,Low,On-Time,6
5579,Basic,Churned,11,22.00,107,Low,Low,Low,Delayed,6
5580,Pro,Active,3,71.00,18,Medium,High,Medium,On-Time,8
5581,Basic,Churned,12,20.00,283,Low,Low,Low,Missed,4
5582,Basic,"At Risk",8,19.00,86,Medium,Low,Medium,On-Time,6
5583,Basic,Active,0,11.00,9,High,High,Low,On-Time,7
5584,Pro,Active,1,61.00,8,High,Medium,Low,On-Time,10
5585,Pro,Active,3,77.00,3,Medium,Medium,Medium,On-Time,9
5586,Basic,Active,3,19.00,6,Medium,Medium,Medium,On-Time,10
5587,Basic,Active,4,18.00,13,High,Medium,Medium,Delayed,10
5588,Basic,Active,3,27.00,36,High,Medium,Low,On-Time,9
5589,Basic,Active,2,21.00,7,High,High,Low,Delayed,8
5590,Basic,Active,2,25.00,38,High,High,Low,On-Time,10
5591,Pro,Active,3,47.00,7,High,High,Medium,Delayed,8
5592,Pro,Active,1,49.00,0,High,Medium,Low,On-Time,9
5593,Basic,Churned,11,10.00,108,Medium,Low,High,Delayed,7
5594,Pro,Churned,14,54.00,259,Low,Low,Medium,Delayed,1
5595,Basic,Active,3,23.00,30,Medium,Medium,Low,On-Time,7
5596,Basic,Churned,12,19.00,102,Medium,Low,High,Delayed,4
5597,Enterprise,Active,3,135.00,32,High,Medium,Low,On-Time,7
5598,Pro,Churned,10,43.00,86,Low,Low,Low,Delayed,5
5599,Pro,Active,4,74.00,43,High,Medium,Medium,On-Time,7
5600,Pro,Active,3,67.00,0,Medium,High,Low,Delayed,7
5601,Basic,Churned,9,21.00,48,Low,Low,Low,Delayed,4
5602,Basic,Churned,10,10.00,69,Low,Low,Low,Delayed,5
5603,Basic,"At Risk",8,11.00,52,Medium,Medium,Medium,Delayed,5
5604,Basic,Churned,10,12.00,65,Medium,Low,Low,Missed,6
5605,Basic,Active,3,25.00,31,High,High,Medium,On-Time,8
5606,Basic,"At Risk",8,17.00,55,Medium,Low,Low,Delayed,4
5607,Basic,Active,4,16.00,4,Medium,High,Medium,Delayed,7
5608,Basic,Active,1,13.00,0,High,Medium,Low,On-Time,7
5609,Enterprise,"At Risk",5,297.00,27,Medium,Medium,High,On-Time,10
5610,Pro,Active,3,57.00,17,High,High,High,On-Time,9
5611,Pro,"At Risk",5,63.00,5,Medium,High,High,Delayed,10
5612,Pro,"At Risk",6,52.00,40,Medium,Medium,Low,Delayed,8
5613,Pro,Active,1,43.00,1,Medium,High,Low,On-Time,10
5614,Basic,Active,3,12.00,34,Medium,High,Low,On-Time,7
5615,Basic,"At Risk",8,10.00,80,Medium,Medium,Medium,Delayed,7
5616,Basic,Active,4,28.00,34,Medium,Medium,Low,On-Time,8
5617,Basic,Active,2,18.00,19,High,High,Medium,On-Time,7
5618,Pro,Active,2,50.00,8,High,Medium,Medium,On-Time,7
5619,Basic,Active,2,13.00,29,High,Medium,Low,On-Time,9
5620,Basic,Active,2,11.00,5,High,Medium,Medium,On-Time,7
5621,Pro,Churned,9,73.00,96,Low,Low,Low,On-Time,5
5622,Pro,Active,2,42.00,44,High,High,Low,On-Time,10
5623,Pro,Churned,13,47.00,207,Low,Low,Low,Delayed,2
5624,Enterprise,Active,1,234.00,24,High,High,Low,On-Time,7
5625,Enterprise,Churned,9,178.00,62,Medium,Low,Low,Delayed,4
5626,Basic,Active,4,18.00,16,Medium,Medium,Medium,On-Time,10
5627,Pro,Churned,13,75.00,174,Low,Low,High,Delayed,5
5628,Enterprise,Active,3,250.00,23,High,Medium,Medium,On-Time,9
5629,Pro,Active,4,73.00,37,Medium,Medium,Low,On-Time,7
5630,Pro,Active,2,44.00,22,Medium,High,Low,On-Time,7
5631,Pro,"At Risk",6,53.00,35,Medium,High,Medium,Delayed,10
5632,Enterprise,Churned,12,200.00,89,Low,Low,High,Delayed,6
5633,Basic,Active,3,12.00,41,High,Medium,Low,On-Time,10
5634,Basic,Active,4,25.00,31,Medium,Medium,Low,On-Time,9
5635,Basic,Active,3,12.00,21,Medium,Medium,Low,On-Time,10
5636,Pro,Churned,12,68.00,78,Low,Low,High,Delayed,5
5637,Basic,Active,1,28.00,13,High,High,Medium,On-Time,9
5638,Basic,Active,4,24.00,20,Medium,Medium,Medium,On-Time,7
5639,Pro,Active,1,54.00,19,High,High,Low,On-Time,10
5640,Basic,Active,1,10.00,24,High,High,Low,On-Time,9
5641,Basic,Active,3,13.00,13,High,High,Medium,Delayed,9
5642,Basic,Active,2,15.00,13,High,Medium,Medium,On-Time,8
5643,Basic,Active,4,10.00,39,High,High,High,On-Time,10
5644,Basic,Churned,9,10.00,111,Medium,Low,Medium,On-Time,6
5645,Basic,Churned,14,11.00,281,Low,Low,Low,Missed,2
5646,Basic,Churned,12,18.00,286,Low,Low,Medium,Delayed,4
5647,Basic,Active,4,22.00,43,High,Medium,Medium,On-Time,7
5648,Basic,Active,2,22.00,18,High,High,Medium,On-Time,8
5649,Pro,Active,4,69.00,17,High,Medium,High,On-Time,9
5650,Basic,Active,4,25.00,41,High,High,Low,Delayed,9
5651,Pro,Churned,12,76.00,102,Low,Low,Medium,Delayed,5
5652,Basic,Active,3,28.00,19,Medium,Medium,Low,On-Time,7
5653,Enterprise,Active,2,252.00,25,Medium,High,Low,On-Time,8
5654,Basic,Active,2,13.00,26,High,Medium,Low,On-Time,9
5655,Basic,Churned,9,29.00,56,Medium,Low,Medium,Delayed,4
5656,Basic,Active,3,24.00,4,Medium,High,High,On-Time,10
5657,Basic,Active,1,10.00,3,Medium,High,Low,On-Time,8
5658,Basic,Active,2,24.00,5,High,Medium,Medium,On-Time,7
5659,Pro,Active,1,59.00,18,High,High,Low,On-Time,8
5660,Basic,Active,3,24.00,25,Medium,Medium,Low,On-Time,7
5661,Basic,Active,3,15.00,1,Medium,Medium,Medium,On-Time,7
5662,Pro,Active,3,48.00,22,High,Medium,Medium,On-Time,9
5663,Pro,Active,2,71.00,21,High,Medium,Low,On-Time,10
5664,Enterprise,"At Risk",8,230.00,35,Medium,Medium,High,Delayed,7
5665,Basic,"At Risk",7,11.00,33,Medium,Medium,Medium,Delayed,8
5666,Basic,Active,3,12.00,9,High,Medium,High,On-Time,7
5667,Pro,"At Risk",5,42.00,44,High,High,Medium,Delayed,8
5668,Pro,"At Risk",5,71.00,37,High,Medium,High,On-Time,9
5669,Pro,"At Risk",8,64.00,79,Low,Low,Low,On-Time,4
5670,Basic,"At Risk",6,23.00,30,High,Medium,High,Delayed,10
5671,Pro,Churned,10,74.00,85,Low,Low,High,On-Time,6
5672,Basic,Active,4,29.00,20,Medium,High,Low,Delayed,7
5673,Basic,Active,3,10.00,22,High,High,High,On-Time,8
5674,Pro,Churned,12,60.00,197,Low,Low,Medium,Delayed,4
5675,Basic,Active,2,13.00,7,High,Medium,Medium,On-Time,8
5676,Basic,Active,2,20.00,38,High,High,Low,On-Time,9
5677,Basic,Churned,9,27.00,60,Low,Medium,Low,Delayed,5
5678,Pro,Active,3,42.00,30,High,Medium,Medium,On-Time,9
5679,Basic,Active,1,22.00,3,Medium,High,Low,On-Time,10
5680,Basic,Active,4,26.00,36,Medium,Medium,Low,On-Time,10
5681,Basic,Churned,11,28.00,180,Low,Low,Low,Delayed,4
5682,Basic,Churned,10,25.00,70,Low,Low,Medium,Delayed,7
5683,Pro,Active,3,58.00,23,Medium,Medium,Low,On-Time,7
5684,Pro,Active,3,42.00,24,High,Medium,Medium,On-Time,7
5685,Basic,Active,3,19.00,25,High,Medium,Medium,On-Time,8
5686,Basic,Active,4,23.00,43,Medium,Medium,Low,On-Time,8
5687,Basic,Churned,9,14.00,56,Low,Low,Low,Missed,7
5688,Basic,Active,2,16.00,16,Medium,High,Low,On-Time,9
5689,Basic,Churned,9,24.00,54,Medium,Low,High,Delayed,7
5690,Enterprise,Active,1,156.00,27,High,High,Low,On-Time,10
5691,Basic,Active,3,13.00,34,High,High,Medium,On-Time,10
5692,Enterprise,Active,3,244.00,14,Medium,Medium,Medium,On-Time,9
5693,Pro,Active,2,66.00,22,Medium,High,Low,On-Time,7
5694,Enterprise,Active,4,143.00,28,Medium,Medium,Medium,On-Time,9
5695,Pro,Active,3,68.00,33,High,Medium,Low,On-Time,10
5696,Basic,Active,3,24.00,10,High,Medium,Low,Delayed,8
5697,Pro,Churned,11,50.00,71,Low,Low,Low,Missed,4
5698,Enterprise,Active,4,153.00,35,Medium,Medium,Low,On-Time,9
5699,Basic,Active,1,28.00,13,High,Medium,Low,On-Time,8
5700,Pro,Churned,11,71.00,83,Low,Low,Low,Missed,6
5701,Enterprise,Active,2,294.00,24,High,High,Medium,On-Time,9
5702,Basic,Active,4,17.00,44,Medium,Medium,Low,On-Time,8
5703,Basic,Churned,11,15.00,82,Low,Low,Medium,Delayed,5
5704,Basic,Active,0,16.00,8,High,High,Low,On-Time,9
5705,Enterprise,Active,4,247.00,34,Medium,Medium,Low,On-Time,8
5706,Pro,Churned,14,40.00,232,Low,Low,Medium,Delayed,2
5707,Pro,Active,3,67.00,25,High,Medium,Medium,On-Time,8
5708,Basic,Churned,12,10.00,239,Low,Low,Low,Missed,5
5709,Basic,"At Risk",5,29.00,44,High,High,Medium,Delayed,9
5710,Pro,Churned,14,57.00,269,Low,Low,Low,Missed,3
5711,Pro,Active,4,52.00,40,Medium,Medium,Low,On-Time,7
5712,Pro,"At Risk",6,46.00,25,Medium,Medium,Medium,Delayed,8
5713,Pro,"At Risk",6,77.00,78,Medium,Low,Low,On-Time,7
5714,Pro,"At Risk",7,54.00,63,Medium,Low,Low,On-Time,5
5715,Basic,"At Risk",8,25.00,49,Medium,Low,Medium,Delayed,7
5716,Basic,Churned,10,14.00,113,Low,Low,Low,Delayed,7
5717,Pro,Churned,12,58.00,135,Low,Low,Medium,Delayed,5
5718,Basic,Active,3,24.00,39,Medium,High,Low,On-Time,7
5719,Basic,Churned,10,13.00,60,Medium,Low,Medium,Delayed,6
5720,Basic,Churned,13,26.00,170,Low,Low,Low,Delayed,2
5721,Basic,Active,1,26.00,13,Medium,High,Low,On-Time,7
5722,Basic,Active,3,23.00,20,Medium,High,Medium,On-Time,8
5723,Basic,Churned,10,26.00,46,Low,Low,Low,Missed,4
5724,Pro,Churned,16,46.00,196,Low,Low,High,Missed,3
5725,Enterprise,Churned,12,123.00,191,Low,Low,Medium,Delayed,5
5726,Basic,Churned,11,18.00,137,Low,Low,Low,Delayed,4
5727,Basic,Churned,13,18.00,212,Low,Low,Low,Delayed,2
5728,Enterprise,Churned,12,247.00,179,Low,Low,Low,Missed,5
5729,Pro,Active,3,79.00,30,High,Medium,Medium,On-Time,10
5730,Enterprise,Active,1,142.00,7,High,Medium,Low,On-Time,8
5731,Pro,Active,3,48.00,16,Medium,Medium,Low,On-Time,10
5732,Basic,Active,1,23.00,25,High,High,Low,On-Time,10
5733,Pro,"At Risk",8,71.00,54,Medium,Low,Low,Delayed,4
5734,Basic,Churned,12,14.00,216,Low,Low,Low,Missed,4
5735,Basic,Active,4,21.00,27,High,Medium,High,On-Time,9
5736,Basic,Active,1,14.00,9,High,High,Medium,On-Time,10
5737,Pro,"At Risk",6,69.00,37,High,Medium,Medium,Delayed,9
5738,Basic,Active,3,11.00,6,Medium,Medium,Medium,On-Time,8
5739,Basic,Active,3,17.00,4,Medium,High,Low,Delayed,7
5740,Basic,Active,4,16.00,6,Medium,Medium,High,On-Time,8
5741,Basic,Active,2,18.00,16,High,Medium,Low,On-Time,9
5742,Basic,Active,3,18.00,42,High,Medium,Low,On-Time,7
5743,Basic,Active,2,14.00,43,High,High,Low,On-Time,8
5744,Pro,Churned,9,47.00,76,Low,Low,Medium,On-Time,4
5745,Basic,Active,2,25.00,7,Medium,Medium,Low,On-Time,8
5746,Basic,Churned,10,21.00,77,Medium,Low,Medium,Delayed,5
5747,Pro,"At Risk",5,61.00,40,High,Medium,Low,Delayed,9
5748,Enterprise,Active,3,182.00,10,Medium,Medium,Medium,On-Time,7
5749,Basic,Active,4,28.00,33,Medium,High,Medium,On-Time,8
5750,Pro,Churned,16,54.00,125,Low,Low,High,Missed,1
5751,Pro,Active,3,75.00,43,High,High,Medium,On-Time,7
5752,Enterprise,Active,2,240.00,9,Medium,High,Medium,On-Time,8
5753,Basic,Churned,13,25.00,157,Low,Low,High,Delayed,5
5754,Pro,Active,1,40.00,11,High,High,Medium,On-Time,10
5755,Pro,Active,3,65.00,24,Medium,High,Medium,On-Time,9
5756,Basic,Churned,10,11.00,92,Low,Medium,Low,Delayed,4
5757,Basic,"At Risk",8,11.00,73,Low,Low,Low,On-Time,6
5758,Basic,Churned,11,16.00,151,Low,Low,Low,Delayed,5
5759,Basic,Churned,12,11.00,121,Low,Low,Medium,Delayed,5
5760,Pro,Active,1,68.00,6,Medium,High,Low,On-Time,9
5761,Pro,Active,1,51.00,19,High,High,Low,On-Time,8
5762,Basic,Active,1,15.00,6,Medium,High,Low,On-Time,7
5763,Pro,Active,1,55.00,9,Medium,High,Low,On-Time,7
5764,Pro,Active,3,58.00,39,High,Medium,Low,On-Time,10
5765,Basic,Active,3,24.00,7,Medium,Medium,Medium,On-Time,9
5766,Basic,"At Risk",6,26.00,81,Medium,Medium,Low,On-Time,4
5767,Pro,Churned,12,50.00,138,Low,Low,Low,Missed,4
5768,Pro,"At Risk",6,42.00,35,Medium,Medium,Low,Delayed,8
5769,Basic,Active,1,11.00,13,Medium,High,Low,On-Time,10
5770,Basic,Active,4,16.00,1,Medium,Medium,Low,Delayed,9
5771,Enterprise,Active,3,216.00,43,High,Medium,Low,On-Time,8
5772,Enterprise,Active,1,265.00,4,High,Medium,Low,On-Time,9
5773,Pro,Active,2,68.00,44,High,High,Low,On-Time,8
5774,Basic,Churned,12,18.00,175,Low,Low,Low,Missed,5
5775,Basic,Active,3,14.00,6,Medium,Medium,Medium,On-Time,7
5776,Pro,Active,1,62.00,14,Medium,High,Low,On-Time,8
5777,Pro,Active,4,70.00,35,Medium,High,Medium,On-Time,9
5778,Pro,Churned,11,59.00,63,Low,Low,Medium,Delayed,6
5779,Basic,Active,2,19.00,22,Medium,High,Low,On-Time,10
5780,Pro,Churned,11,40.00,68,Low,Low,Low,Missed,5
5781,Pro,Churned,15,55.00,278,Low,Low,Medium,Missed,1
5782,Basic,Active,4,20.00,36,Medium,Medium,Low,On-Time,7
5783,Enterprise,Churned,11,255.00,159,Low,Low,Low,Delayed,5
5784,Pro,Active,4,76.00,44,High,Medium,Medium,On-Time,7
5785,Basic,Churned,10,22.00,115,Low,Low,Medium,On-Time,4
5786,Pro,Churned,12,48.00,109,Low,Low,Low,Missed,6
5787,Pro,Active,3,71.00,9,High,Medium,High,On-Time,7
5788,Pro,Churned,15,53.00,223,Low,Low,Medium,Missed,3
5789,Pro,"At Risk",5,43.00,16,Medium,Medium,Low,Delayed,8
5790,Basic,Active,2,11.00,5,High,Medium,Medium,On-Time,9
5791,Basic,Active,2,14.00,14,High,High,High,On-Time,10
5792,Basic,Active,1,22.00,12,High,High,Medium,On-Time,9
5793,Basic,Active,4,10.00,30,Medium,High,High,On-Time,10
5794,Pro,Churned,11,74.00,94,Low,Low,Low,Delayed,6
5795,Pro,Active,1,61.00,5,Medium,High,Low,On-Time,7
5796,Enterprise,"At Risk",6,261.00,44,Medium,Medium,Low,Delayed,10
5797,Pro,Active,1,43.00,3,High,High,Medium,On-Time,8
5798,Basic,Active,4,24.00,39,Medium,Medium,Low,On-Time,10
5799,Pro,Churned,12,65.00,98,Low,Low,Low,Missed,5
5800,Basic,Churned,11,15.00,107,Low,Medium,Low,Missed,6
5801,Basic,Active,1,12.00,9,High,High,Medium,On-Time,8
5802,Basic,Active,3,18.00,43,High,High,Medium,On-Time,7
5803,Pro,Churned,14,56.00,133,Low,Low,Low,Missed,3
5804,Pro,Active,2,79.00,13,Medium,Medium,Low,On-Time,9
5805,Basic,Active,0,14.00,9,High,High,Low,On-Time,7
5806,Pro,Active,0,54.00,2,High,High,Low,On-Time,7
5807,Pro,Active,4,67.00,37,High,Medium,Medium,On-Time,7
5808,Basic,Churned,9,14.00,110,Medium,Low,Medium,On-Time,4
5809,Basic,"At Risk",5,19.00,42,High,High,Medium,Delayed,10
5810,Pro,Active,0,49.00,12,High,High,Low,On-Time,9
5811,Pro,Churned,12,59.00,228,Low,Low,Low,Missed,4
5812,Pro,Churned,10,41.00,98,Low,Medium,Low,Delayed,6
5813,Basic,Churned,9,19.00,108,Medium,Medium,Low,Missed,7
5814,Pro,Churned,10,75.00,70,Low,Low,Low,Delayed,4
5815,Basic,Active,1,28.00,21,High,High,Low,On-Time,8
5816,Enterprise,Churned,9,159.00,98,Low,Low,Low,On-Time,6
5817,Basic,Churned,15,11.00,162,Low,Low,Medium,Missed,3
5818,Pro,Active,2,69.00,15,High,High,Medium,On-Time,7
5819,Pro,Active,1,68.00,25,High,High,Low,On-Time,7
5820,Enterprise,Active,3,170.00,24,High,Medium,Medium,On-Time,9
5821,Pro,Active,3,78.00,33,High,Medium,Low,On-Time,9
5822,Basic,Active,1,11.00,15,High,High,Low,On-Time,9
5823,Pro,Active,3,73.00,30,Medium,High,Medium,On-Time,8
5824,Basic,Active,3,25.00,43,High,Medium,Low,On-Time,10
5825,Pro,"At Risk",8,73.00,71,Low,Medium,Medium,On-Time,4
5826,Basic,Active,4,23.00,14,Medium,Medium,High,On-Time,9
5827,Basic,Active,2,10.00,25,Medium,High,Low,On-Time,8
5828,Pro,Churned,15,40.00,173,Low,Low,Medium,Missed,2
5829,Basic,Churned,10,23.00,118,Low,Low,Low,Delayed,7
5830,Basic,Churned,9,15.00,57,Low,Medium,Low,Missed,6
5831,Enterprise,"At Risk",8,215.00,115,Low,Low,Low,On-Time,7
5832,Basic,Active,3,11.00,19,High,Medium,Medium,On-Time,8
5833,Basic,Active,2,13.00,30,High,Medium,Low,On-Time,10
5834,Basic,Active,2,27.00,18,High,Medium,Low,On-Time,8
5835,Basic,"At Risk",5,28.00,37,High,Medium,Low,Delayed,10
5836,Basic,Active,0,19.00,8,High,High,Low,On-Time,7
5837,Basic,Active,2,13.00,33,High,High,Low,On-Time,8
5838,Pro,Active,2,74.00,16,High,High,Medium,On-Time,7
5839,Enterprise,Churned,11,209.00,88,Medium,Low,High,Delayed,6
5840,Basic,Churned,10,19.00,104,Low,Low,Low,Delayed,7
5841,Enterprise,Active,4,136.00,44,Medium,High,Medium,On-Time,9
5842,Basic,Active,2,19.00,14,Medium,High,Medium,On-Time,8
5843,Pro,Churned,14,75.00,138,Low,Low,Low,Missed,1
5844,Basic,"At Risk",5,18.00,59,Medium,Low,Low,On-Time,7
5845,Pro,"At Risk",5,73.00,14,High,Medium,High,Delayed,7
5846,Pro,Active,2,73.00,1,High,High,High,On-Time,10
5847,Pro,Active,2,49.00,32,High,High,Low,On-Time,8
5848,Basic,Active,3,12.00,28,Medium,High,Medium,On-Time,8
5849,Basic,Churned,12,28.00,223,Low,Low,Medium,Delayed,4
5850,Enterprise,"At Risk",5,226.00,31,High,High,Medium,Delayed,8
5851,Basic,Active,4,11.00,26,High,High,Medium,Delayed,10
5852,Basic,Active,2,25.00,22,High,High,Medium,On-Time,10
5853,Basic,Active,3,18.00,4,Medium,Medium,Medium,On-Time,9
5854,Basic,Active,3,29.00,14,Medium,Medium,Medium,On-Time,7
5855,Basic,Churned,11,17.00,114,Low,Low,Low,Delayed,6
5856,Basic,Churned,12,19.00,163,Low,Low,Medium,Delayed,4
5857,Pro,Active,3,65.00,28,High,Medium,Medium,On-Time,7
5858,Enterprise,"At Risk",6,168.00,42,High,High,High,Delayed,9
5859,Basic,Active,4,20.00,29,Medium,High,High,On-Time,7
5860,Pro,Active,3,63.00,33,High,High,Medium,On-Time,9
5861,Basic,Active,2,17.00,5,Medium,Medium,Low,On-Time,8
5862,Enterprise,Churned,14,147.00,292,Low,Low,Medium,Delayed,3
5863,Enterprise,Active,4,223.00,24,High,High,Medium,Delayed,9
5864,Pro,Active,3,67.00,30,High,Medium,Medium,On-Time,10
5865,Basic,Churned,9,21.00,50,Low,Low,Low,Delayed,5
5866,Enterprise,Active,2,235.00,29,High,Medium,Low,On-Time,8
5867,Basic,Active,2,28.00,23,Medium,High,Low,On-Time,10
5868,Pro,"At Risk",6,49.00,43,Medium,Medium,Low,Delayed,7
5869,Basic,Churned,15,18.00,213,Low,Low,Medium,Missed,2
5870,Pro,Churned,13,46.00,201,Low,Low,High,Delayed,4
5871,Pro,Active,3,71.00,2,Medium,High,High,On-Time,7
5872,Pro,Active,2,76.00,19,High,High,Medium,On-Time,8
5873,Basic,Churned,12,18.00,218,Low,Low,Medium,Delayed,5
5874,Basic,Active,3,18.00,23,High,Medium,Medium,On-Time,9
5875,Enterprise,"At Risk",5,120.00,53,Medium,Medium,Low,On-Time,6
5876,Basic,"At Risk",8,25.00,67,Low,Medium,Low,Delayed,7
5877,Pro,Active,3,59.00,6,Medium,Medium,Medium,On-Time,7
5878,Pro,Active,2,64.00,31,High,High,Low,On-Time,7
5879,Enterprise,Churned,9,157.00,90,Medium,Medium,Medium,Delayed,6
5880,Enterprise,Churned,15,287.00,221,Low,Low,Medium,Missed,3
5881,Basic,Churned,10,26.00,48,Low,Low,Medium,Delayed,6
5882,Basic,Active,3,27.00,3,Medium,Medium,Medium,On-Time,9
5883,Basic,Active,4,23.00,43,High,Medium,Medium,On-Time,8
5884,Basic,Active,1,27.00,4,High,High,Medium,On-Time,7
5885,Pro,"At Risk",5,62.00,44,High,Medium,High,On-Time,7
5886,Basic,Churned,14,12.00,299,Low,Low,High,Missed,5
5887,Pro,Churned,10,58.00,112,Low,Medium,Low,Delayed,5
5888,Basic,Churned,12,19.00,119,Low,Low,High,Delayed,7
5889,Enterprise,Active,3,133.00,34,Medium,High,Low,On-Time,8
5890,Pro,"At Risk",6,48.00,42,High,Medium,Medium,Delayed,10
5891,Basic,"At Risk",5,23.00,19,Medium,Medium,High,On-Time,7
5892,Pro,Active,2,58.00,38,High,High,Low,On-Time,9
5893,Basic,Churned,12,21.00,85,Medium,Low,High,Missed,6
5894,Basic,Churned,14,13.00,151,Low,Low,High,Missed,4
5895,Basic,Active,4,23.00,29,Medium,High,High,On-Time,8
5896,Pro,Churned,15,58.00,166,Low,Low,Medium,Missed,2
5897,Basic,"At Risk",8,25.00,116,Medium,Low,Low,On-Time,6
5898,Enterprise,Churned,9,172.00,110,Low,Low,Low,On-Time,6
5899,Basic,Churned,12,16.00,205,Low,Low,Medium,Delayed,5
5900,Basic,Active,3,18.00,41,Medium,High,Low,On-Time,9
5901,Pro,Active,3,45.00,9,High,Medium,High,On-Time,9
5902,Pro,Active,4,76.00,22,Medium,High,Low,Delayed,9
5903,Basic,Churned,12,14.00,110,Low,Low,Medium,Delayed,6
5904,Pro,Churned,11,49.00,106,Low,Low,Low,Delayed,5
5905,Pro,Active,3,40.00,17,Medium,Medium,Low,On-Time,8
5906,Pro,Active,1,50.00,14,High,High,Medium,On-Time,7
5907,Pro,Churned,14,40.00,154,Low,Low,Medium,Delayed,2
5908,Pro,Active,0,71.00,2,High,High,Low,On-Time,10
5909,Basic,Active,4,21.00,40,Medium,Medium,Low,On-Time,9
5910,Basic,"At Risk",8,25.00,50,Low,Low,Medium,On-Time,4
5911,Pro,Active,4,42.00,27,Medium,Medium,Medium,On-Time,9
5912,Basic,Active,1,10.00,9,High,Medium,Low,On-Time,8
5913,Basic,Active,4,28.00,2,High,Medium,Medium,Delayed,9
5914,Basic,Churned,10,25.00,75,Low,Low,Low,Delayed,5
5915,Basic,Churned,9,24.00,85,Medium,Medium,High,Delayed,7
5916,Basic,Active,2,24.00,23,Medium,High,Low,On-Time,7
5917,Pro,"At Risk",8,68.00,73,Low,Medium,Low,Delayed,7
